,class,sha256,api_1,api_2,api_3,api_4,api_5,api_6,api_7,api_8,api_9,api_10,api_11,api_12,api_13,api_14,api_15,api_16,api_17,api_18,api_19,api_20,api_21,api_22,api_23,api_24,api_25,api_26,api_27,api_28,api_29,api_30,api_31,api_32,api_33,api_34,api_35,api_36,api_37,api_38,api_39,api_40,api_41,api_42,api_43,api_44,api_45,api_46,api_47,api_48,api_49,api_50,api_51,api_52,api_53,api_54,api_55,api_56,api_57,api_58,api_59,api_60,api_61,api_62,api_63,api_64,api_65,api_66,api_67,api_68,api_69,api_70,api_71,api_72,api_73,api_74,api_75,api_76,api_77,api_78,api_79,api_80,api_81,api_82,api_83,api_84,api_85,api_86,api_87,api_88,api_89,api_90,api_91,api_92,api_93,api_94,api_95,api_96,api_97,api_98,api_99,api_100,api_101,api_102,api_103,api_104,api_105
68,virus,005a91077673d8e20dd12673d640fc3ea81e843fc480585283b52108116f009f,GetSystemDirectoryA,IsDBCSLeadByte,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,LoadLibraryExW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetVersion,GetStartupInfoA,LockResource,GetCommandLineA,GetModuleFileNameA,VirtualQueryEx,CreateFileW,ReadFile,GetTempPathW,GetTempPathA,GetTempFileNameW,GetTempFileNameA,SetFileAttributesW,SetFileAttributesA,DeleteFileW,DeleteFileA,FindFirstFileExW,FindFirstFileA,CreateDirectoryW,CreateDirectoryA,CreateEventA,FindFirstFileW,FindClose,GetFullPathNameW,CreateFileW,SetFilePointer,ReadFile,CreateDirectoryW,FindFirstFileExW,CoGetMalloc,CoCreateInstanceEx,FindFirstFileW,WriteFile,SetFileTime,SetFileAttributesW,CreateFileW,CreateDirectoryW,FindFirstFileExW,GetCurrentDirectoryA,SetCurrentDirectoryA,SearchPathW,SetErrorMode,FindFirstFileW,FindClose,GetDriveTypeW,FindResourceExW,LoadResource,LocalAlloc,FindFirstFileExW,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,FreeLibrary,GetFullPathNameW,CreateProcessA,,,,,,,,,,,,,,,,,,,,,,
69,trojan,005e08249e49c5f4d0624707157615bbfc1687866a8a38e3f851a6877c0ed9d2,LockResource,GetCommandLineA,GetModuleFileNameA,VirtualQueryEx,LoadLibraryExW,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetCommandLineA,GetStartupInfoA,LockResource,GetModuleFileNameA,IsBadWritePtr,RegisterClipboardFormatW,SystemParametersInfoW,GetSystemMetrics,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,LoadLibraryW,LoadLibraryExW,LoadCursorW,RegisterClassW,FindResourceA,SizeofResource,LoadResource,LockResource,GetModuleFileNameA,SearchPathW,OpenMutexW,GetWindowsDirectoryW,WaitForSingleObjectEx,WaitForSingleObject,MapViewOfFileEx,ReleaseMutex,FindResourceExW,LoadResource,LocalAlloc,SetErrorMode,FindFirstFileExW,FindFirstFileW,FindClose,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,FreeLibrary,GetFullPathNameW,CreateProcessA,VirtualAllocEx,WriteProcessMemory,GetThreadContext,SetThreadContext,ResumeThread,UnregisterClassW,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,virus,005e62328f4e06c201b3e95e536b1fc15505ba05a335cafb5240480bd5a9c953,GetSystemDirectoryA,IsDBCSLeadByte,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,LoadLibraryExW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetVersion,GetStartupInfoA,LockResource,GetCommandLineA,GetModuleFileNameA,VirtualQueryEx,CreateFileW,ReadFile,GetTempPathW,GetTempPathA,GetTempFileNameW,GetTempFileNameA,SetFileAttributesW,SetFileAttributesA,DeleteFileW,DeleteFileA,FindFirstFileExW,FindFirstFileA,CreateDirectoryW,CreateDirectoryA,CreateEventA,FindFirstFileW,FindClose,GetFullPathNameW,CreateFileW,SetFilePointer,ReadFile,CreateDirectoryW,FindFirstFileExW,CoGetMalloc,CoCreateInstanceEx,FindFirstFileW,WriteFile,SetFileTime,SetFileAttributesW,CreateFileW,CreateDirectoryW,FindFirstFileExW,GetCurrentDirectoryA,SetCurrentDirectoryA,SearchPathW,SetErrorMode,FindFirstFileW,FindClose,GetDriveTypeW,FindResourceExW,LoadResource,LocalAlloc,FindFirstFileExW,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,FreeLibrary,GetFullPathNameW,CreateProcessA,,,,,,,,,,,,,,,,,,,,,,
71,virus,006035a6dd6f5793c4ea8985f9358a38b9da037c0ce5e2bfe9593697460faa9d,GetSystemDirectoryA,IsDBCSLeadByte,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,LoadLibraryExW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetVersion,GetStartupInfoA,LockResource,GetCommandLineA,GetModuleFileNameA,VirtualQueryEx,CreateFileW,ReadFile,GetTempPathW,GetTempPathA,GetTempFileNameW,GetTempFileNameA,SetFileAttributesW,SetFileAttributesA,DeleteFileW,DeleteFileA,FindFirstFileExW,FindFirstFileA,CreateDirectoryW,CreateDirectoryA,CreateEventA,FindFirstFileW,FindClose,GetFullPathNameW,CreateFileW,SetFilePointer,ReadFile,CreateDirectoryW,FindFirstFileExW,CoGetMalloc,CoCreateInstanceEx,FindFirstFileW,WriteFile,SetFileTime,SetFileAttributesW,CreateFileW,CreateDirectoryW,FindFirstFileExW,GetCurrentDirectoryA,SetCurrentDirectoryA,SearchPathW,SetErrorMode,FindFirstFileW,FindClose,GetDriveTypeW,FindResourceExW,LoadResource,LocalAlloc,FindFirstFileExW,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,FreeLibrary,GetFullPathNameW,CreateProcessA,,,,,,,,,,,,,,,,,,,,,,
72,virus,0065eda51b15bb73ce74975dd92e04356016662d03a7cbbfb5f114841d3d7342,GetSystemDirectoryA,IsDBCSLeadByte,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,LoadLibraryExW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetVersion,GetStartupInfoA,LockResource,GetCommandLineA,GetModuleFileNameA,VirtualQueryEx,CreateFileW,ReadFile,GetTempPathW,GetTempPathA,GetTempFileNameW,GetTempFileNameA,SetFileAttributesW,SetFileAttributesA,DeleteFileW,DeleteFileA,FindFirstFileExW,FindFirstFileA,CreateDirectoryW,CreateDirectoryA,CreateEventA,FindFirstFileW,FindClose,GetFullPathNameW,CreateFileW,SetFilePointer,ReadFile,CreateDirectoryW,FindFirstFileExW,CoGetMalloc,CoCreateInstanceEx,FindFirstFileW,WriteFile,SetFileTime,SetFileAttributesW,CreateFileW,CreateDirectoryW,FindFirstFileExW,GetCurrentDirectoryA,SetCurrentDirectoryA,SearchPathW,SetErrorMode,FindFirstFileW,FindClose,GetDriveTypeW,FindResourceExW,LoadResource,LocalAlloc,FindFirstFileExW,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,FreeLibrary,GetFullPathNameW,CreateProcessA,,,,,,,,,,,,,,,,,,,,,,
73,virus,0069da5eb80b88546c0091db828d60ead3c14db9f3230ebe2d8e67a221e62fc6,GetSystemDirectoryA,IsDBCSLeadByte,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,LoadLibraryExW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetVersion,GetStartupInfoA,LockResource,GetCommandLineA,GetModuleFileNameA,VirtualQueryEx,CreateFileW,ReadFile,GetTempPathW,GetTempPathA,GetTempFileNameW,GetTempFileNameA,SetFileAttributesW,SetFileAttributesA,DeleteFileW,DeleteFileA,FindFirstFileExW,FindFirstFileA,CreateDirectoryW,CreateDirectoryA,CreateEventA,FindFirstFileW,FindClose,GetFullPathNameW,CreateFileW,SetFilePointer,ReadFile,CreateDirectoryW,FindFirstFileExW,CoGetMalloc,CoCreateInstanceEx,FindFirstFileW,WriteFile,SetFileTime,SetFileAttributesW,CreateFileW,CreateDirectoryW,FindFirstFileExW,GetCurrentDirectoryA,SetCurrentDirectoryA,SearchPathW,SetErrorMode,FindFirstFileW,FindClose,GetDriveTypeW,FindResourceExW,LoadResource,LocalAlloc,FindFirstFileExW,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,FreeLibrary,GetFullPathNameW,CreateProcessA,,,,,,,,,,,,,,,,,,,,,,
74,virus,006b69b5150d528f4fe9c7758b2b6ee5db77d5856c05b9ad1cde6dda45e816f0,GetSystemDirectoryA,IsDBCSLeadByte,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,LoadLibraryExW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetVersion,GetStartupInfoA,LockResource,GetCommandLineA,GetModuleFileNameA,VirtualQueryEx,CreateFileW,ReadFile,GetTempPathW,GetTempPathA,GetTempFileNameW,GetTempFileNameA,SetFileAttributesW,SetFileAttributesA,DeleteFileW,DeleteFileA,FindFirstFileExW,FindFirstFileA,CreateDirectoryW,CreateDirectoryA,CreateEventA,FindFirstFileW,FindClose,GetFullPathNameW,CreateFileW,SetFilePointer,ReadFile,CreateDirectoryW,FindFirstFileExW,CoGetMalloc,CoCreateInstanceEx,FindFirstFileW,WriteFile,SetFileTime,SetFileAttributesW,CreateFileW,CreateDirectoryW,FindFirstFileExW,GetCurrentDirectoryA,SetCurrentDirectoryA,SearchPathW,SetErrorMode,FindFirstFileW,FindClose,GetDriveTypeW,FindResourceExW,LoadResource,LocalAlloc,FindFirstFileExW,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,FreeLibrary,GetFullPathNameW,CreateProcessA,,,,,,,,,,,,,,,,,,,,,,
75,virus,006cb09106d8508a3193081093404466aae46ccd93a129e00b244e6c5f3e0e91,GetSystemDirectoryA,IsDBCSLeadByte,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,LoadLibraryExW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetVersion,GetStartupInfoA,LockResource,GetCommandLineA,GetModuleFileNameA,VirtualQueryEx,CreateFileW,ReadFile,GetTempPathW,GetTempPathA,GetTempFileNameW,GetTempFileNameA,SetFileAttributesW,SetFileAttributesA,DeleteFileW,DeleteFileA,FindFirstFileExW,FindFirstFileA,CreateDirectoryW,CreateDirectoryA,CreateEventA,FindFirstFileW,FindClose,GetFullPathNameW,CreateFileW,SetFilePointer,ReadFile,CreateDirectoryW,FindFirstFileExW,CoGetMalloc,CoCreateInstanceEx,FindFirstFileW,WriteFile,SetFileTime,SetFileAttributesW,CreateFileW,CreateDirectoryW,FindFirstFileExW,GetCurrentDirectoryA,SetCurrentDirectoryA,SearchPathW,SetErrorMode,FindFirstFileW,FindClose,GetDriveTypeW,FindResourceExW,LoadResource,LocalAlloc,FindFirstFileExW,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,FreeLibrary,GetFullPathNameW,CreateProcessA,,,,,,,,,,,,,,,,,,,,,,
76,virus,006e8db5fe2e2dd974804d4f89d92fe0949b842d0a5c89affe9045060a938491,GetSystemDirectoryA,IsDBCSLeadByte,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,LoadLibraryExW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetVersion,GetStartupInfoA,LockResource,GetCommandLineA,GetModuleFileNameA,VirtualQueryEx,CreateFileW,ReadFile,GetTempPathW,GetTempPathA,GetTempFileNameW,GetTempFileNameA,SetFileAttributesW,SetFileAttributesA,DeleteFileW,DeleteFileA,FindFirstFileExW,FindFirstFileA,CreateDirectoryW,CreateDirectoryA,CreateEventA,FindFirstFileW,FindClose,GetFullPathNameW,CreateFileW,SetFilePointer,ReadFile,CreateDirectoryW,FindFirstFileExW,CoGetMalloc,CoCreateInstanceEx,FindFirstFileW,WriteFile,SetFileTime,SetFileAttributesW,CreateFileW,CreateDirectoryW,FindFirstFileExW,GetCurrentDirectoryA,SetCurrentDirectoryA,SearchPathW,SetErrorMode,FindFirstFileW,FindClose,GetDriveTypeW,FindResourceExW,LoadResource,LocalAlloc,FindFirstFileExW,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,FreeLibrary,GetFullPathNameW,CreateProcessA,,,,,,,,,,,,,,,,,,,,,,
77,trojan,006f2e66b0981c02b8e6d2a48ee5673ffff0984020706d5cbbf79ce9ff698dfa,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,LoadLibraryExW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetCommandLineA,GetStartupInfoA,LockResource,GetModuleFileNameA,IsBadWritePtr,RegisterClipboardFormatW,SystemParametersInfoW,GetSystemMetrics,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,LoadLibraryW,LoadLibraryExW,LoadCursorW,RegisterClassW,VirtualAllocEx,VirtualFreeEx,SearchPathW,OpenMutexW,GetWindowsDirectoryW,WaitForSingleObjectEx,WaitForSingleObject,MapViewOfFileEx,ReleaseMutex,SetErrorMode,FindFirstFileExW,FindFirstFileW,FindClose,GetDriveTypeW,LoadLibraryExW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,SetErrorMode,FindResourceW,SizeofResource,LoadResource,LockResource,FreeLibrary,LoadLibraryExW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,SetErrorMode,FindResourceW,LoadResource,FreeLibrary,LocalAlloc,lstrcpyW,FindFirstFileW,FindFirstFileExW,FindClose,SetErrorMode,WaitForSingleObject,WaitForSingleObjectEx,ReleaseMutex,FindResourceExW,LoadResource,LocalAlloc,FindFirstFileW,FindFirstFileExW,FindClose,SetErrorMode,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,FreeLibrary,GetFullPathNameW,UnregisterClassW,,,,,,,
78,notdetected,006f4f7ed54d15d5f764085aa970b0f508e322ddd2ad3ce16ce38c8d125d5da4,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetSysColor,RegisterClipboardFormatA,RegisterClipboardFormatW,GetSystemDirectoryA,IsDBCSLeadByte,VirtualAllocEx,VirtualFreeEx,LoadLibraryExW,GetModuleFileNameA,lstrcpyA,GetThreadLocale,GetLocaleInfoW,GetLocaleInfoA,lstrlenA,LocalAlloc,GetKeyboardType,GetCommandLineA,GetStartupInfoA,FindResourceExW,LoadStringA,VirtualAllocEx,GetThreadLocale,GetSystemMetrics,LoadLibraryExW,GetWindowDC,GetDeviceCaps,ReleaseDC,IsDebuggerPresent,LoadLibraryW,GetProcessWindowStation,GetUserObjectInformationW,GetSystemMetrics,LoadLibraryExW,FreeLibrary,CreateFontIndirectW,IsBadStringPtrW,MapViewOfFileEx,IsBadReadPtr,CharNextW,IsBadWritePtr,GetWindowDC,ReleaseDC,MulDiv,CreatePatternBrush,GetSystemMetrics,LoadLibraryExW,FreeLibrary,GetThreadLocale,GetLocaleInfoA,GetLocaleInfoW,EnumCalendarInfoA,lstrcpyA,CompareStringA,lstrcmpA,CreateEventA,WaitForSingleObjectEx,WaitForSingleObject,GetProcessVersion,GlobalAlloc,DuplicateHandle,WSAStartup,VirtualAllocEx,GetLocalTime,GetSystemTime,GetProcessAffinityMask,VirtualFreeEx,LoadLibraryExW,,,,,,,,,,,,
79,trojan,0074313fe7da59de9bc8504ff0c9158545a7d83b01b66f0534ffd51bf633e6e9,GetCommandLineA,GetStartupInfoA,LockResource,GetModuleFileNameA,GlobalAlloc,GlobalSize,IsBadReadPtr,GlobalLock,GlobalUnlock,CreateStreamOnHGlobal,GetProcessVersion,CreateRectRgn,GetWindowDC,GetDeviceCaps,ReleaseDC,LoadLibraryExW,IsDebuggerPresent,LoadLibraryW,GetProcessWindowStation,GetUserObjectInformationW,GetSystemMetrics,FreeLibrary,CreateFontIndirectW,IsBadStringPtrW,MapViewOfFileEx,IsBadReadPtr,CharNextW,IsBadWritePtr,GetWindowDC,ReleaseDC,MulDiv,CreatePatternBrush,GetSystemMetrics,LoadLibraryExW,FreeLibrary,CreateICA,GetDeviceCaps,CreateCompatibleDC,GetThreadLocale,CompareStringA,lstrcmpiA,CreateDCA,GetStockObject,CreateCompatibleBitmap,GetDIBits,DeleteObject,GetSystemMetrics,GetSysColor,GetSystemDefaultLCID,GetSystemDirectoryW,GlobalLock,IsBadReadPtr,GlobalUnlock,CoTaskMemFree,GetDC,GetDeviceCaps,ReleaseDC,CreateCompatibleDC,CreateDIBSection,SelectObject,CreateBrushIndirect,PatBlt,GetObjectType,GetCurrentObject,GetDeviceCaps,GetObjectA,SetBitmapBits,LPtoDP,GetDC,ReleaseDC,VirtualAllocEx,CreateCompatibleBitmap,GetDIBits,DeleteObject,GetDeviceCaps,CreateDIBSection,SelectObject,DeleteDC,CreateCompatibleDC,CreateRemoteThread,VirtualFreeEx,GlobalUnlock,GlobalLock,GlobalFree,DeleteObject,GetSystemMetrics,IsBadStringPtrW,GetProcessWindowStation,OpenDesktopW,GetWindow,EnumChildWindows,EnumDesktopWindows,CloseDesktop,EnumDesktopsW,FreeLibrary,DeleteObject,,,,,,,,,
80,virus,00740dfbdb2a8b45bd1e621957d9607aa02b85a00883b2e8819e62e281bb38de,GetSystemDirectoryA,IsDBCSLeadByte,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,LoadLibraryExW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetVersion,GetStartupInfoA,LockResource,GetCommandLineA,GetModuleFileNameA,VirtualQueryEx,CreateFileW,ReadFile,GetTempPathW,GetTempPathA,GetTempFileNameW,GetTempFileNameA,SetFileAttributesW,SetFileAttributesA,DeleteFileW,DeleteFileA,FindFirstFileExW,FindFirstFileA,CreateDirectoryW,CreateDirectoryA,CreateEventA,FindFirstFileW,FindClose,GetFullPathNameW,CreateFileW,SetFilePointer,ReadFile,CreateDirectoryW,FindFirstFileExW,CoGetMalloc,CoCreateInstanceEx,FindFirstFileW,WriteFile,SetFileTime,SetFileAttributesW,CreateFileW,CreateDirectoryW,FindFirstFileExW,GetCurrentDirectoryA,SetCurrentDirectoryA,SearchPathW,SetErrorMode,FindFirstFileW,FindClose,GetDriveTypeW,FindResourceExW,LoadResource,LocalAlloc,FindFirstFileExW,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,FreeLibrary,GetFullPathNameW,CreateProcessA,,,,,,,,,,,,,,,,,,,,,,
81,worm,46989f7fa8040a22c593bff46b271f69ea5a8dcb27208b9a63cdeb2f84d502a3,LoadLibraryExW,lstrcpyA,GetThreadLocale,CompareStringA,lstrcmpA,CreateEventA,WaitForSingleObjectEx,WaitForSingleObject,GetProcessVersion,GlobalAlloc,DuplicateHandle,WSAStartup,GetModuleFileNameA,CreateFileW,CreateFileA,GetTempPathW,GetTempPathA,lstrlenA,lstrcatA,lstrcpyA,SetFilePointer,ReadFile,WriteFile,GetWindowsDirectoryA,CreateFileA,CreateFileW,SearchPathW,OpenMutexW,GetWindowsDirectoryW,WaitForSingleObject,WaitForSingleObjectEx,MapViewOfFileEx,ReleaseMutex,SetErrorMode,FindFirstFileExW,FindFirstFileW,FindClose,GetDriveTypeW,LoadLibraryExW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,SetErrorMode,FindResourceW,FreeLibrary,FindFirstFileW,FindFirstFileExW,FindClose,WaitForSingleObject,WaitForSingleObjectEx,ReleaseMutex,FindResourceExW,LoadResource,LocalAlloc,SetErrorMode,FindFirstFileW,FindFirstFileExW,FindClose,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,FreeLibrary,GetFullPathNameW,CreateProcessA,GetModuleFileNameA,lstrcpyA,GetWindowsDirectoryA,lstrlenA,lstrcatA,SetFileAttributesW,SetFileAttributesA,CreateFileA,CreateFileW,DeleteFileW,DeleteFileA,WriteFile,CopyFileExW,CopyFileA,lstrcpyA,lstrlenA,CreateRemoteThread,CreateThread,RaiseException,WaitForSingleObject,WaitForSingleObjectEx,OpenFileMappingA,ReleaseMutex,OutputDebugStringA,FindWindowA,GetKeyboardLayout,,,,,,,,,,,,,,
82,notdetected,0070902e4d7c1a18244c6520f661e3ba9787e1582852f87ddd63dd640c52b016,GetSystemDirectoryA,IsDBCSLeadByte,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,LoadLibraryExW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetVersion,GetStartupInfoA,LockResource,GetCommandLineA,GetModuleFileNameA,VirtualQueryEx,CreateFileW,ReadFile,GetTempPathW,GetTempPathA,GetTempFileNameW,GetTempFileNameA,SetFileAttributesW,SetFileAttributesA,DeleteFileW,DeleteFileA,FindFirstFileExW,FindFirstFileA,CreateDirectoryW,CreateDirectoryA,CreateEventA,FindFirstFileW,FindClose,GetFullPathNameW,CreateFileW,SetFilePointer,ReadFile,CreateDirectoryW,FindFirstFileExW,CoGetMalloc,CoCreateInstanceEx,FindFirstFileW,WriteFile,SetFileTime,SetFileAttributesW,CreateFileW,CreateDirectoryW,FindFirstFileExW,GetCurrentDirectoryA,SetCurrentDirectoryA,SearchPathW,SetErrorMode,FindFirstFileW,FindClose,GetDriveTypeW,FindResourceExW,LoadResource,LocalAlloc,FindFirstFileExW,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,FreeLibrary,GetFullPathNameW,CreateProcessA,,,,,,,,,,,,,,,,,,,,,,
83,worm,00758d702423f000e4e10fa1ef8dcfd0b1f6ebb1229ff4f84c3c53003b23da3a,GetCommandLineA,GetStartupInfoA,LockResource,GetModuleFileNameA,IsBadWritePtr,RegisterClipboardFormatW,SystemParametersInfoW,GetSystemMetrics,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,LoadLibraryExW,LoadLibraryW,LoadCursorW,RegisterClassW,RegisterClipboardFormatA,GetSystemDirectoryA,IsDBCSLeadByte,VirtualProtectEx,GetModuleFileNameA,GetStartupInfoA,VirtualAllocEx,VirtualFreeEx,LoadLibraryExW,CreateRemoteThread,CreateThread,RaiseException,WaitForSingleObjectEx,WaitForSingleObject,OpenFileMappingA,ReleaseMutex,OutputDebugStringA,GetThreadContext,SetThreadContext,ResumeThread,RaiseException,WaitForSingleObjectEx,WaitForSingleObject,OpenFileMappingA,ReleaseMutex,OutputDebugStringA,LockResource,GetCommandLineA,GetModuleFileNameA,VirtualQueryEx,SearchPathW,OpenMutexW,GetWindowsDirectoryW,WaitForSingleObject,WaitForSingleObjectEx,MapViewOfFileEx,ReleaseMutex,SetErrorMode,FindFirstFileExW,FindFirstFileW,FindClose,GetDriveTypeW,LoadLibraryExW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,SetErrorMode,FindResourceW,SizeofResource,LoadResource,LockResource,FreeLibrary,LoadLibraryExW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,SetErrorMode,FindResourceW,LoadResource,FreeLibrary,LocalAlloc,lstrcpyW,FindFirstFileW,FindFirstFileExW,FindClose,SetErrorMode,WaitForSingleObject,WaitForSingleObjectEx,ReleaseMutex,FindResourceExW,LoadResource,LocalAlloc,FindFirstFileW,FindFirstFileExW,FindClose,SetErrorMode,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,FreeLibrary,GetFullPathNameW,CreateProcessA,VirtualAllocEx,WriteProcessMemory,VirtualProtectEx,ResumeThread,UnregisterClassW
